seller_id,application_date,country,days_to_complete_company_details,days_to_complete_logistics,days_to_upload_license,days_to_sign_agreement,total_onboarding_days,followup_count,days_since_last_followup,reached_activation,churned,days_since_application,steps_completed,avg_days_per_step,followup_effectiveness,is_slow_onboarding,is_neglected,country_encoded
S0235,2022-05-10,Saudi Arabia,18,42,31,27,173,2,114,0,1,966,4,43.25,0.011494252873563218,1,1,0
S0236,2022-05-08,Saudi Arabia,19,23,60,9,165,6,27,0,1,968,4,41.25,0.03614457831325301,1,0,0
S0237,2022-11-24,Saudi Arabia,12,37,19,1,47,2,51,0,0,768,4,11.75,0.041666666666666664,0,1,0
S0238,2024-11-25,UAE,44,22,38,26,69,9,37,1,0,36,4,17.25,0.12857142857142856,0,1,1
S0239,2022-10-16,UAE,38,12,11,3,71,11,79,0,0,807,4,17.75,0.1527777777777778,0,1,1
S0240,2023-03-06,Saudi Arabia,19,2,43,25,118,3,19,1,0,666,4,29.5,0.025210084033613446,1,0,0
S0241,2022-04-10,Saudi Arabia,7,37,20,10,79,13,87,1,0,996,4,19.75,0.1625,0,1,0
S0242,2022-10-28,Saudi Arabia,35,7,20,27,83,8,43,0,0,795,4,20.75,0.09523809523809523,0,1,0
S0243,2023-09-03,UAE,59,25,30,26,187,9,84,1,1,485,4,46.75,0.047872340425531915,1,1,1
S0244,2024-06-14,UAE,18,26,57,15,103,3,18,1,1,200,4,25.75,0.028846153846153848,1,0,1
S0245,2023-02-07,Saudi Arabia,16,24,50,22,30,6,67,1,0,693,4,7.5,0.1935483870967742,0,1,0
S0246,2022-07-25,UAE,40,24,48,29,187,8,77,1,1,890,4,46.75,0.0425531914893617,1,1,1
S0247,2023-06-11,UAE,54,34,54,9,187,0,115,0,1,569,4,46.75,0.0,1,1,1
S0248,2022-06-23,Saudi Arabia,25,23,30,20,58,4,61,1,0,922,4,14.5,0.06779661016949153,0,1,0
S0249,2022-06-30,UAE,32,40,73,15,65,2,60,1,0,915,4,16.25,0.030303030303030304,0,1,1
S0250,2023-01-18,Saudi Arabia,40,9,31,24,93,14,29,1,0,713,4,23.25,0.14893617021276595,1,0,0
S0251,2022-06-28,Saudi Arabia,13,32,42,21,112,8,29,0,0,917,4,28.0,0.07079646017699115,1,0,0
S0252,2024-12-23,Saudi Arabia,45,15,68,7,85,14,50,0,0,8,4,21.25,0.16279069767441862,0,1,0
S0253,2024-06-04,Saudi Arabia,17,37,61,25,89,6,87,1,0,210,4,22.25,0.06666666666666667,0,1,0
S0254,2024-09-17,Saudi Arabia,49,13,61,21,75,6,47,1,0,105,4,18.75,0.07894736842105263,0,1,0
S0255,2023-05-10,UAE,37,5,70,27,59,8,32,0,0,601,4,14.75,0.13333333333333333,0,1,1
S0256,2023-02-24,Saudi Arabia,59,16,21,22,197,3,97,0,1,676,4,49.25,0.015151515151515152,1,1,0
S0257,2023-09-08,UAE,19,10,68,4,119,9,81,1,0,480,4,29.75,0.075,1,1,1
S0258,2024-10-09,Saudi Arabia,13,13,17,22,111,13,18,0,0,83,4,27.75,0.11607142857142858,1,0,0
S0259,2024-10-15,Saudi Arabia,26,41,19,18,26,11,70,1,0,77,4,6.5,0.4074074074074074,0,1,0
S0260,2022-04-12,Saudi Arabia,14,15,51,3,75,6,56,1,0,994,4,18.75,0.07894736842105263,0,1,0
S0261,2024-04-07,Saudi Arabia,31,7,70,17,69,9,18,0,0,268,4,17.25,0.12857142857142856,0,0,0
S0262,2023-07-16,UAE,42,26,48,10,145,8,42,0,0,534,4,36.25,0.0547945205479452,1,1,1
S0263,2022-07-13,Saudi Arabia,4,28,75,18,14,11,78,1,0,902,4,3.5,0.7333333333333333,0,1,0
S0264,2022-12-29,Saudi Arabia,39,32,30,24,110,6,40,0,1,733,4,27.5,0.05405405405405406,1,1,0
S0265,2023-03-30,Saudi Arabia,29,13,67,18,136,6,63,0,1,642,4,34.0,0.043795620437956206,1,1,0
S0266,2024-08-22,UAE,49,10,84,15,154,4,35,1,1,131,4,38.5,0.025806451612903226,1,1,1
S0267,2024-06-13,UAE,13,36,71,13,63,11,51,1,1,201,4,15.75,0.171875,0,1,1
S0268,2023-04-22,UAE,32,21,26,22,91,4,3,1,0,619,4,22.75,0.043478260869565216,1,0,1
S0269,2023-12-29,Saudi Arabia,38,6,56,15,97,3,3,0,0,368,4,24.25,0.030612244897959183,1,0,0
S0270,2023-04-23,Saudi Arabia,38,1,22,5,77,7,4,1,0,618,4,19.25,0.08974358974358974,0,0,0
S0271,2023-08-10,Saudi Arabia,28,4,19,3,109,6,40,1,0,509,4,27.25,0.05454545454545454,1,1,0
S0272,2022-08-03,Saudi Arabia,53,11,31,5,75,10,86,1,0,881,4,18.75,0.13157894736842105,0,1,0
S0273,2024-09-23,Saudi Arabia,30,26,26,5,65,11,60,1,0,99,4,16.25,0.16666666666666666,0,1,0
S0274,2022-12-13,Saudi Arabia,3,37,42,5,120,5,74,1,1,749,4,30.0,0.04132231404958678,1,1,0
S0275,2023-09-12,Saudi Arabia,28,23,41,3,95,12,54,1,0,476,4,23.75,0.125,1,1,0
S0276,2022-04-16,Saudi Arabia,38,23,89,21,131,5,91,0,1,990,4,32.75,0.03787878787878788,1,1,0
S0277,2022-10-20,UAE,45,21,47,20,92,10,12,1,0,803,4,23.0,0.10752688172043011,1,0,1
S0278,2023-12-01,Saudi Arabia,54,27,13,23,79,9,13,0,1,396,4,19.75,0.1125,0,0,0
S0279,2022-06-27,Saudi Arabia,34,39,66,18,58,7,59,1,0,918,4,14.5,0.11864406779661017,0,1,0
S0280,2024-05-29,UAE,17,25,36,12,172,6,83,1,1,216,4,43.0,0.03468208092485549,1,1,1
S0281,2023-11-15,Saudi Arabia,48,44,59,28,141,7,20,0,1,412,4,35.25,0.04929577464788732,1,0,0
S0282,2024-06-12,UAE,32,23,73,4,94,14,81,1,1,202,4,23.5,0.14736842105263157,1,1,1
S0283,2022-12-02,Saudi Arabia,38,16,28,1,76,13,43,0,0,760,4,19.0,0.16883116883116883,0,1,0
S0284,2023-01-22,Saudi Arabia,8,30,77,26,123,12,81,1,0,709,4,30.75,0.0967741935483871,1,1,0
S0285,2022-11-04,UAE,8,4,35,16,76,2,9,1,1,788,4,19.0,0.025974025974025976,0,0,1
S0286,2024-03-24,UAE,6,40,41,8,82,13,70,0,1,282,4,20.5,0.1566265060240964,0,1,1
S0287,2023-04-01,UAE,55,39,28,5,160,8,25,0,1,640,4,40.0,0.049689440993788817,1,0,1
S0288,2023-06-30,Saudi Arabia,32,31,31,8,29,14,43,0,0,550,4,7.25,0.4666666666666667,0,1,0
S0289,2022-11-20,Saudi Arabia,51,31,88,26,196,2,20,1,1,772,4,49.0,0.01015228426395939,1,0,0
S0290,2024-11-12,Saudi Arabia,10,12,54,25,36,4,14,1,0,49,4,9.0,0.10810810810810811,0,0,0
S0291,2024-11-08,Saudi Arabia,3,26,72,8,80,7,15,0,0,53,4,20.0,0.08641975308641975,0,0,0
S0292,2024-06-11,UAE,12,37,59,21,106,14,1,1,0,203,4,26.5,0.1308411214953271,1,0,1
S0293,2023-08-21,Saudi Arabia,53,39,58,13,208,8,80,0,1,498,4,52.0,0.03827751196172249,1,1,0
S0294,2023-07-15,UAE,52,27,65,13,169,5,67,0,1,535,4,42.25,0.029411764705882353,1,1,1
S0295,2023-04-04,Saudi Arabia,29,9,54,26,81,12,81,1,0,637,4,20.25,0.14634146341463414,0,1,0
S0296,2023-07-19,Saudi Arabia,5,12,40,12,67,11,30,1,0,531,4,16.75,0.16176470588235295,0,0,0
S0297,2024-10-28,Saudi Arabia,17,10,50,11,134,6,31,0,1,64,4,33.5,0.044444444444444446,1,1,0
S0298,2023-06-09,UAE,25,28,37,12,71,6,19,1,0,571,4,17.75,0.08333333333333333,0,0,1
S0299,2022-04-14,UAE,18,32,21,17,157,8,106,0,1,992,4,39.25,0.05063291139240506,1,1,1
S0300,2022-09-09,UAE,31,5,74,10,95,9,34,1,0,844,4,23.75,0.09375,1,1,1
S0301,2023-09-30,UAE,21,34,55,7,62,3,22,0,0,458,4,15.5,0.047619047619047616,0,0,1
S0302,2023-06-21,UAE,20,34,4,12,119,13,60,1,0,559,4,29.75,0.10833333333333334,1,1,1
S0303,2023-08-02,UAE,39,13,10,20,86,12,83,0,0,517,4,21.5,0.13793103448275862,0,1,1
S0304,2023-06-03,Saudi Arabia,55,33,24,7,143,5,110,0,0,577,4,35.75,0.034722222222222224,1,1,0
S0305,2024-05-24,Saudi Arabia,4,14,75,16,63,5,66,0,0,221,4,15.75,0.078125,0,1,0
S0306,2024-11-11,Saudi Arabia,27,28,64,18,141,1,38,0,1,50,4,35.25,0.007042253521126761,1,1,0
S0307,2023-03-07,UAE,37,27,39,7,172,3,81,0,1,665,4,43.0,0.017341040462427744,1,1,1
S0308,2023-11-04,UAE,42,4,12,20,47,14,58,1,0,423,4,11.75,0.2916666666666667,0,1,1
S0309,2024-10-27,Saudi Arabia,51,39,57,11,121,7,84,0,1,65,4,30.25,0.05737704918032787,1,1,0
S0310,2023-10-26,UAE,49,7,17,26,53,5,6,1,0,432,4,13.25,0.09259259259259259,0,0,1
S0311,2023-11-22,UAE,20,41,35,14,70,10,1,0,0,405,4,17.5,0.14084507042253522,0,0,1
S0312,2023-09-19,Saudi Arabia,52,8,66,11,130,5,84,1,1,469,4,32.5,0.03816793893129771,1,1,0
S0313,2023-11-09,Saudi Arabia,13,37,75,7,57,13,5,0,0,418,4,14.25,0.22413793103448276,0,0,0
S0314,2024-03-14,UAE,53,36,45,14,207,3,96,0,1,292,4,51.75,0.014423076923076924,1,1,1
S0315,2023-06-29,Saudi Arabia,54,15,67,9,142,4,31,0,0,551,4,35.5,0.027972027972027972,1,1,0
S0316,2023-07-04,UAE,36,38,29,4,63,11,44,1,0,546,4,15.75,0.171875,0,1,1
S0317,2022-11-21,Saudi Arabia,33,15,18,16,100,11,41,1,0,771,4,25.0,0.10891089108910891,1,1,0
S0318,2023-03-25,UAE,1,5,20,10,58,3,52,0,0,647,4,14.5,0.05084745762711865,0,1,1
S0319,2024-04-04,UAE,22,42,70,6,163,7,104,0,0,271,4,40.75,0.042682926829268296,1,1,1
S0320,2022-11-05,UAE,13,19,34,24,70,2,74,1,0,787,4,17.5,0.028169014084507043,0,1,1
S0321,2022-06-25,Saudi Arabia,17,10,49,17,85,11,86,1,0,920,4,21.25,0.12790697674418605,0,1,0
S0322,2022-09-02,UAE,24,12,54,9,124,9,74,1,0,851,4,31.0,0.072,1,1,1
S0323,2023-02-03,UAE,8,4,31,13,104,2,48,1,1,697,4,26.0,0.01904761904761905,1,1,1
S0324,2023-12-26,Saudi Arabia,50,31,58,1,92,4,1,0,0,371,4,23.0,0.043010752688172046,1,0,0
S0325,2024-05-23,UAE,27,18,42,2,111,4,66,0,0,222,4,27.75,0.03571428571428571,1,1,1
S0326,2023-08-26,Saudi Arabia,23,42,76,8,176,0,67,0,1,493,4,44.0,0.0,1,1,0
S0327,2023-03-15,Saudi Arabia,23,40,30,24,102,3,49,0,0,657,4,25.5,0.02912621359223301,1,1,0
S0328,2023-08-05,Saudi Arabia,46,36,25,9,106,6,34,0,1,514,4,26.5,0.056074766355140186,1,1,0
S0329,2024-03-18,Saudi Arabia,8,25,63,7,72,11,14,1,0,288,4,18.0,0.1506849315068493,0,0,0
S0330,2022-08-18,Saudi Arabia,8,23,19,16,74,4,74,0,0,866,4,18.5,0.05333333333333334,0,1,0
S0331,2024-03-10,UAE,26,12,72,19,90,4,30,1,0,296,4,22.5,0.04395604395604396,0,0,1
S0332,2023-02-12,Saudi Arabia,31,43,73,22,202,4,47,0,1,688,4,50.5,0.019704433497536946,1,1,0
S0333,2024-03-29,UAE,18,38,22,25,153,3,37,1,0,277,4,38.25,0.01948051948051948,1,1,1
S0334,2023-12-27,Saudi Arabia,39,33,72,26,139,1,91,0,1,370,4,34.75,0.007142857142857143,1,1,0
S0335,2022-04-07,Saudi Arabia,37,3,17,19,76,4,83,0,0,999,4,19.0,0.05194805194805195,0,1,0
S0336,2023-02-17,Saudi Arabia,49,9,14,11,73,12,24,1,0,683,4,18.25,0.16216216216216217,0,0,0
S0337,2024-03-13,UAE,28,18,9,12,76,2,74,1,0,293,4,19.0,0.025974025974025976,0,1,1
S0338,2023-10-06,Saudi Arabia,25,35,62,26,56,9,82,1,0,452,4,14.0,0.15789473684210525,0,1,0
S0339,2024-08-26,UAE,39,30,35,21,168,9,92,1,1,127,4,42.0,0.05325443786982249,1,1,1
S0340,2023-09-21,UAE,2,41,76,13,40,8,58,0,1,467,4,10.0,0.1951219512195122,0,1,1
S0341,2023-07-28,UAE,54,14,37,12,113,6,68,0,0,522,4,28.25,0.05263157894736842,1,1,1
S0342,2023-05-16,Saudi Arabia,55,23,66,25,159,8,116,0,1,595,4,39.75,0.05,1,1,0
S0343,2022-09-26,Saudi Arabia,17,29,20,10,99,5,41,1,0,827,4,24.75,0.05,1,1,0
S0344,2022-08-10,UAE,30,41,35,20,69,9,33,1,1,874,4,17.25,0.12857142857142856,0,1,1
S0345,2023-05-06,Saudi Arabia,54,37,69,11,160,8,104,0,1,605,4,40.0,0.049689440993788817,1,1,0
S0346,2023-06-01,UAE,13,28,47,4,51,12,17,1,1,579,4,12.75,0.23076923076923078,0,0,1
S0347,2023-10-11,Saudi Arabia,32,16,75,24,83,14,76,1,0,447,4,20.75,0.16666666666666666,0,1,0
S0348,2024-09-26,UAE,53,41,55,9,161,4,46,0,1,96,4,40.25,0.024691358024691357,1,1,1
S0349,2022-07-06,UAE,29,5,8,5,83,13,19,0,0,909,4,20.75,0.15476190476190477,0,0,1
S0350,2024-11-01,UAE,46,34,4,12,78,2,65,0,0,60,4,19.5,0.02531645569620253,0,1,1
S0351,2022-10-05,Saudi Arabia,30,1,27,26,58,11,74,1,0,818,4,14.5,0.1864406779661017,0,1,0
S0352,2023-01-06,UAE,18,39,44,3,68,9,61,1,0,725,4,17.0,0.13043478260869565,0,1,1
S0353,2024-09-18,Saudi Arabia,13,32,40,8,72,14,31,1,0,104,4,18.0,0.1917808219178082,0,1,0
S0354,2022-06-15,Saudi Arabia,43,26,47,22,44,3,57,0,0,930,4,11.0,0.06666666666666667,0,1,0
S0355,2023-01-23,UAE,21,17,44,2,60,7,49,1,1,708,4,15.0,0.11475409836065574,0,1,1
S0356,2022-08-16,UAE,43,38,23,25,138,0,44,1,1,868,4,34.5,0.0,1,1,1
S0357,2023-02-01,UAE,21,24,52,9,92,2,54,1,0,699,4,23.0,0.021505376344086023,1,1,1
S0358,2023-06-05,UAE,48,35,68,13,120,7,27,0,0,575,4,30.0,0.05785123966942149,1,0,1
S0359,2023-02-27,Saudi Arabia,17,39,11,7,62,9,73,1,1,673,4,15.5,0.14285714285714285,0,1,0
S0360,2022-08-29,Saudi Arabia,20,37,35,9,136,8,64,0,1,855,4,34.0,0.058394160583941604,1,1,0
S0361,2023-06-04,UAE,19,38,73,9,57,14,80,1,0,576,4,14.25,0.2413793103448276,0,1,1
S0362,2023-11-08,Saudi Arabia,17,24,42,17,152,5,20,0,1,419,4,38.0,0.032679738562091505,1,0,0
S0363,2022-08-20,Saudi Arabia,15,22,76,15,55,6,42,1,0,864,4,13.75,0.10714285714285714,0,1,0
S0364,2023-07-01,Saudi Arabia,26,15,68,17,151,7,98,0,1,549,4,37.75,0.046052631578947366,1,1,0
S0365,2022-09-18,Saudi Arabia,52,9,77,12,92,6,80,0,0,835,4,23.0,0.06451612903225806,1,1,0
S0366,2022-05-05,Saudi Arabia,10,4,48,1,45,4,87,1,0,971,4,11.25,0.08695652173913043,0,1,0
S0367,2024-05-19,Saudi Arabia,44,7,26,12,63,5,35,1,0,226,4,15.75,0.078125,0,1,0
S0368,2022-10-17,Saudi Arabia,17,28,36,15,129,9,52,0,1,806,4,32.25,0.06923076923076923,1,1,0
S0369,2023-04-30,Saudi Arabia,53,2,39,6,74,5,35,1,0,611,4,18.5,0.06666666666666667,0,1,0
S0370,2024-08-06,UAE,23,24,58,19,70,10,27,0,0,147,4,17.5,0.14084507042253522,0,0,1
S0371,2022-09-23,Saudi Arabia,52,40,19,19,57,12,77,1,0,830,4,14.25,0.20689655172413793,0,1,0
S0372,2024-03-12,Saudi Arabia,46,29,33,14,141,0,108,1,1,294,4,35.25,0.0,1,1,0
S0373,2022-08-25,UAE,33,31,77,19,93,14,35,0,0,859,4,23.25,0.14893617021276595,1,1,1
S0374,2022-09-27,Saudi Arabia,52,40,58,3,54,14,69,1,0,826,4,13.5,0.2545454545454545,0,1,0
S0375,2022-04-13,UAE,9,34,28,23,62,11,8,1,0,993,4,15.5,0.1746031746031746,0,0,1
S0376,2024-04-21,UAE,33,17,72,5,170,3,112,0,1,254,4,42.5,0.017543859649122806,1,1,1
S0377,2023-07-29,Saudi Arabia,57,32,75,27,155,6,30,1,0,521,4,38.75,0.038461538461538464,1,0,0
S0378,2022-06-19,Saudi Arabia,1,16,77,18,60,9,75,1,0,926,4,15.0,0.14754098360655737,0,1,0
S0379,2024-10-03,UAE,44,13,58,26,78,6,60,1,0,89,4,19.5,0.0759493670886076,0,1,1
S0380,2024-06-28,UAE,35,15,73,13,65,11,39,1,0,186,4,16.25,0.16666666666666666,0,1,1
S0381,2022-12-01,Saudi Arabia,11,27,14,26,87,13,55,1,1,761,4,21.75,0.14772727272727273,0,1,0
S0382,2022-08-30,UAE,28,23,52,8,170,3,28,0,1,854,4,42.5,0.017543859649122806,1,0,1
S0383,2024-06-07,Saudi Arabia,16,16,33,3,73,9,30,0,0,207,4,18.25,0.12162162162162163,0,0,0
S0384,2022-11-27,UAE,9,30,17,26,112,10,26,1,0,765,4,28.0,0.08849557522123894,1,0,1
S0385,2022-11-13,Saudi Arabia,32,30,24,23,90,11,57,0,0,779,4,22.5,0.12087912087912088,0,1,0
S0386,2024-10-16,UAE,15,36,30,3,35,7,24,0,0,76,4,8.75,0.19444444444444445,0,0,1
S0387,2023-08-20,UAE,12,3,62,23,76,13,68,1,0,499,4,19.0,0.16883116883116883,0,1,1
S0388,2022-08-17,UAE,20,31,89,22,151,1,98,0,0,867,4,37.75,0.006578947368421052,1,1,1
S0389,2024-12-22,Saudi Arabia,45,22,62,27,27,13,4,0,0,9,4,6.75,0.4642857142857143,0,0,0
S0390,2024-05-20,Saudi Arabia,14,12,47,26,43,12,7,1,0,225,4,10.75,0.2727272727272727,0,0,0
S0391,2022-10-09,Saudi Arabia,8,21,16,12,80,4,8,1,0,814,4,20.0,0.04938271604938271,0,0,0
S0392,2022-05-18,Saudi Arabia,8,4,66,27,108,13,14,0,0,958,4,27.0,0.11926605504587157,1,0,0
S0393,2024-03-03,Saudi Arabia,27,31,43,20,75,6,6,1,0,303,4,18.75,0.07894736842105263,0,0,0
S0394,2022-07-24,UAE,12,31,8,7,111,7,71,1,0,891,4,27.75,0.0625,1,1,1
S0395,2023-11-16,Saudi Arabia,1,23,3,25,97,4,14,0,0,411,4,24.25,0.04081632653061224,1,0,0
S0396,2022-06-02,Saudi Arabia,43,20,12,24,100,3,36,0,0,943,4,25.0,0.0297029702970297,1,1,0
S0397,2023-05-17,UAE,40,15,16,8,94,8,82,0,0,594,4,23.5,0.08421052631578947,1,1,1
S0398,2023-06-23,UAE,27,35,59,7,152,5,52,0,1,557,4,38.0,0.032679738562091505,1,1,1
S0399,2024-05-03,UAE,51,28,59,14,87,6,5,0,1,242,4,21.75,0.06818181818181818,0,0,1
S0400,2024-12-29,UAE,11,16,49,5,119,10,82,1,0,2,4,29.75,0.08333333333333333,1,1,1
S0401,2022-05-01,Saudi Arabia,39,37,63,21,92,4,56,1,0,975,4,23.0,0.043010752688172046,1,1,0
S0402,2023-07-18,Saudi Arabia,43,21,62,19,78,9,80,0,0,532,4,19.5,0.11392405063291139,0,1,0
S0403,2023-09-28,UAE,31,15,49,21,44,7,18,1,0,460,4,11.0,0.15555555555555556,0,0,1
S0404,2023-09-20,UAE,17,17,51,16,68,5,62,0,0,468,4,17.0,0.07246376811594203,0,1,1
S0405,2023-12-16,Saudi Arabia,33,37,33,24,115,13,30,1,0,381,4,28.75,0.11206896551724138,1,0,0
S0406,2024-03-01,UAE,34,23,60,17,163,5,49,1,1,305,4,40.75,0.03048780487804878,1,1,1
S0407,2024-10-19,Saudi Arabia,45,37,25,20,132,0,118,0,1,73,4,33.0,0.0,1,1,0
S0408,2023-03-11,Saudi Arabia,18,27,46,8,178,2,47,0,1,661,4,44.5,0.0111731843575419,1,1,0
S0409,2022-05-28,Saudi Arabia,21,18,15,8,104,11,86,0,0,948,4,26.0,0.10476190476190476,1,1,0
S0410,2023-08-27,Saudi Arabia,40,14,23,7,93,7,66,1,0,492,4,23.25,0.07446808510638298,1,1,0
S0411,2023-09-05,Saudi Arabia,16,41,85,17,141,2,52,0,1,483,4,35.25,0.014084507042253521,1,1,0
S0412,2024-10-13,Saudi Arabia,6,36,45,6,113,10,2,1,0,79,4,28.25,0.08771929824561403,1,0,0
S0413,2024-05-27,UAE,22,20,62,5,35,8,17,1,0,218,4,8.75,0.2222222222222222,0,0,1
S0414,2022-12-27,Saudi Arabia,22,29,80,9,148,6,42,1,1,735,4,37.0,0.040268456375838924,1,1,0
S0415,2024-07-02,Saudi Arabia,38,7,71,21,51,6,19,1,0,182,4,12.75,0.11538461538461539,0,0,0
S0416,2024-03-17,UAE,37,4,15,13,82,3,57,0,0,289,4,20.5,0.03614457831325301,0,1,1
S0417,2024-02-18,UAE,45,34,46,10,84,5,85,1,0,317,4,21.0,0.058823529411764705,0,1,1
S0418,2024-07-17,UAE,51,2,64,18,101,3,49,0,0,167,4,25.25,0.029411764705882353,1,1,1
S0419,2023-09-07,UAE,54,5,46,4,90,4,78,1,1,481,4,22.5,0.04395604395604396,0,1,1
S0420,2023-06-28,UAE,8,10,56,8,45,11,9,0,0,552,4,11.25,0.2391304347826087,0,0,1
S0421,2022-04-25,Saudi Arabia,41,32,44,24,56,13,20,0,0,981,4,14.0,0.22807017543859648,0,0,0
S0422,2024-03-22,Saudi Arabia,49,41,75,11,104,4,28,0,0,284,4,26.0,0.0380952380952381,1,0,0
S0423,2023-08-03,Saudi Arabia,47,25,45,19,165,5,55,0,1,516,4,41.25,0.030120481927710843,1,1,0
S0424,2023-10-27,Saudi Arabia,51,39,62,18,68,7,12,1,0,431,4,17.0,0.10144927536231885,0,0,0
S0425,2023-06-14,Saudi Arabia,11,5,52,21,50,13,46,0,0,566,4,12.5,0.2549019607843137,0,1,0
S0426,2023-04-09,UAE,19,22,65,23,159,1,57,1,1,632,4,39.75,0.00625,1,1,1
S0427,2022-06-29,Saudi Arabia,41,14,50,13,129,3,61,0,1,916,4,32.25,0.023076923076923078,1,1,0
S0428,2022-06-07,Saudi Arabia,21,38,66,11,89,2,86,1,0,938,4,22.25,0.022222222222222223,0,1,0
S0429,2024-01-05,Saudi Arabia,51,27,22,16,42,2,3,0,1,361,4,10.5,0.046511627906976744,0,0,0
S0430,2023-01-04,UAE,2,21,20,12,95,10,66,0,0,727,4,23.75,0.10416666666666667,1,1,1
S0431,2023-01-17,Saudi Arabia,40,8,33,13,35,10,84,1,0,714,4,8.75,0.2777777777777778,0,1,0
S0432,2023-04-02,UAE,19,11,55,18,159,8,18,1,1,639,4,39.75,0.05,1,0,1
S0433,2023-03-27,Saudi Arabia,39,28,25,16,76,10,1,1,1,645,4,19.0,0.12987012987012986,0,0,0
S0434,2023-07-07,Saudi Arabia,28,21,43,14,156,9,26,1,1,543,4,39.0,0.05732484076433121,1,0,0
S0435,2023-01-10,Saudi Arabia,17,14,73,26,118,8,64,1,0,721,4,29.5,0.06722689075630252,1,1,0
S0436,2022-04-19,UAE,6,21,57,21,88,10,78,1,0,987,4,22.0,0.11235955056179775,0,1,1
S0437,2022-10-06,Saudi Arabia,19,30,5,1,60,13,56,0,0,817,4,15.0,0.21311475409836064,0,1,0
S0438,2023-04-10,UAE,38,21,55,16,36,8,69,1,0,631,4,9.0,0.21621621621621623,0,1,1
S0439,2024-09-04,Saudi Arabia,28,9,61,15,49,10,6,1,1,118,4,12.25,0.2,0,0,0
S0440,2023-12-13,Saudi Arabia,2,17,8,6,90,3,18,1,0,384,4,22.5,0.03296703296703297,0,0,0
S0441,2022-11-16,UAE,38,5,16,12,54,12,43,0,0,776,4,13.5,0.21818181818181817,0,1,1
S0442,2023-10-31,UAE,37,31,48,8,29,12,62,0,1,427,4,7.25,0.4,0,1,1
S0443,2024-12-02,UAE,51,40,61,7,89,9,64,1,0,29,4,22.25,0.1,0,1,1
S0444,2024-01-20,UAE,52,38,15,2,94,8,38,1,0,346,4,23.5,0.08421052631578947,1,1,1
S0445,2023-10-04,UAE,4,19,65,12,42,7,82,1,0,454,4,10.5,0.16279069767441862,0,1,1
S0446,2023-11-10,UAE,22,36,22,21,91,6,25,1,0,417,4,22.75,0.06521739130434782,1,0,1
S0447,2023-12-31,UAE,34,21,72,26,146,2,99,0,1,366,4,36.5,0.013605442176870748,1,1,1
S0448,2022-09-30,UAE,49,13,54,16,50,8,11,0,1,823,4,12.5,0.1568627450980392,0,0,1
S0449,2024-02-01,UAE,43,14,14,11,77,4,21,0,1,334,4,19.25,0.05128205128205128,0,0,1
S0450,2024-02-09,UAE,37,42,50,12,142,4,110,0,1,326,4,35.5,0.027972027972027972,1,1,1
S0451,2023-11-13,UAE,28,28,68,10,179,3,19,0,1,414,4,44.75,0.016666666666666666,1,0,1
S0452,2024-08-27,Saudi Arabia,37,37,38,20,153,9,117,1,1,126,4,38.25,0.05844155844155844,1,1,0
S0453,2023-05-05,UAE,32,10,49,17,85,12,29,1,0,606,4,21.25,0.13953488372093023,0,0,1
S0454,2022-09-17,UAE,17,31,65,12,92,3,43,1,0,836,4,23.0,0.03225806451612903,1,1,1
S0455,2022-12-11,Saudi Arabia,41,6,57,6,43,10,83,0,1,751,4,10.75,0.22727272727272727,0,1,0
S0456,2024-01-01,UAE,36,1,27,19,87,6,37,1,0,365,4,21.75,0.06818181818181818,0,1,1
S0457,2024-09-08,Saudi Arabia,46,7,75,11,73,12,58,1,0,114,4,18.25,0.16216216216216217,0,1,0
S0458,2024-02-05,Saudi Arabia,19,27,5,9,103,9,41,1,0,330,4,25.75,0.08653846153846154,1,1,0
S0459,2023-04-17,UAE,35,21,71,21,82,4,51,0,1,624,4,20.5,0.04819277108433735,0,1,1
S0460,2023-05-24,Saudi Arabia,46,28,57,6,89,8,62,1,0,587,4,22.25,0.08888888888888889,0,1,0
S0461,2022-06-20,UAE,40,16,15,27,90,3,60,1,1,925,4,22.5,0.03296703296703297,0,1,1
S0462,2022-07-29,UAE,28,23,76,25,38,9,33,1,0,886,4,9.5,0.23076923076923078,0,1,1
S0463,2023-11-26,Saudi Arabia,43,44,69,12,167,1,38,0,1,401,4,41.75,0.005952380952380952,1,1,0
S0464,2024-11-23,Saudi Arabia,42,38,20,24,95,13,40,0,1,38,4,23.75,0.13541666666666666,1,1,0
S0465,2023-05-02,Saudi Arabia,18,25,37,25,57,6,36,1,0,609,4,14.25,0.10344827586206896,0,1,0
S0466,2022-07-20,UAE,48,28,3,16,57,13,64,0,0,895,4,14.25,0.22413793103448276,0,1,1
S0467,2022-07-30,UAE,20,35,47,10,178,2,58,0,1,885,4,44.5,0.0111731843575419,1,1,1
S0468,2023-05-29,UAE,19,30,85,25,141,6,71,0,1,582,4,35.25,0.04225352112676056,1,1,1
S0469,2023-09-14,Saudi Arabia,12,18,39,6,37,2,7,0,0,474,4,9.25,0.05263157894736842,0,0,0
S0470,2023-07-08,UAE,55,10,48,23,132,7,48,0,1,542,4,33.0,0.05263157894736842,1,1,1
S0471,2023-05-21,Saudi Arabia,24,29,2,21,76,13,44,1,0,590,4,19.0,0.16883116883116883,0,1,0
